,batter,player_name,game_date,stand,p_throws,pitch_type,effective_speed,pfx_x,pfx_z,plate_x,plate_z,zone,description,launch_speed,launch_angle,hc_x,hc_y,if_fielding_alignment,events
184311,608324,"Lowder, Rhett",2024-09-05,R,R,SI,91.8,-1.35,0.25,-0.37,2.75,4.0,hit_into_play,77.6,77.0,146.73,199.23,Standard,field_out
184312,673237,"Lowder, Rhett",2024-09-05,R,R,SL,85.1,0.22,0.16,0.59,3.45,12.0,hit_into_play,95.4,3.0,100.81,147.15,Standard,field_out
184333,673237,"Lowder, Rhett",2024-09-05,R,R,CH,84.7,-1.08,0.63,-0.96,3.7,11.0,hit_into_play,67.6,63.0,92.15,163.45,Standard,field_out
184334,682829,"Brown, Hunter",2024-09-05,L,R,CH,89.5,-1.19,0.72,-0.69,2.84,4.0,hit_into_play,79.7,1.0,144.3,154.96,Standard,field_out
184335,663886,"Brown, Hunter",2024-09-05,R,R,SI,97.9,-0.96,1.23,-0.6,2.67,1.0,hit_into_play,89.2,21.0,114.53,85.12,Standard,single
184344,608324,"Lowder, Rhett",2024-09-05,R,R,SL,87.1,0.1,0.17,-0.29,2.99,1.0,hit_into_play,87.6,54.0,62.62,136.82,Strategic,field_out
184355,660821,"Strahm, Matt",2024-09-05,L,L,SL,81.2,-0.55,0.36,-0.78,1.85,7.0,hit_into_play,84.1,-1.0,130.55,189.93,Standard,field_out
184356,669065,"Strahm, Matt",2024-09-05,L,L,FF,91.3,1.42,1.31,-0.18,1.45,13.0,hit_into_play,100.7,21.0,48.89,95.05,Standard,field_out
184360,656941,"Maldonado, Anthony",2024-09-05,L,R,SL,85.1,-0.02,0.51,-0.38,2.34,4.0,hit_into_play,54.5,-76.0,127.05,191.05,Standard,field_out
184361,669016,"Curry, Xzavion",2024-09-05,L,R,CU,72.4,1.19,-0.75,-1.38,2.48,11.0,hit_into_play,69.7,70.0,82.67,182.07,Standard,field_out
184367,660821,"Lazar, Max",2024-09-05,L,R,FF,94.9,0.08,1.48,0.32,2.46,6.0,hit_into_play,81.7,19.0,118.41,83.96,Strategic,single
184370,669065,"Lazar, Max",2024-09-05,L,R,FF,95.9,0.27,1.24,-0.02,2.75,5.0,hit_into_play,89.4,-26.0,143.35,163.75,Standard,field_out
184374,547180,"Veneziano, Anthony",2024-09-05,L,L,ST,80.8,-1.47,0.13,0.39,2.83,3.0,hit_into_play,98.6,31.0,118.67,43.29,Infield shade,field_out
184381,669016,"Oller, Adam",2024-09-05,L,R,CH,85.0,-0.8,0.91,-0.43,2.55,4.0,hit_into_play,102.9,11.0,142.54,73.02,Standard,single
184383,669065,"Suárez, Ranger",2024-09-05,L,L,SI,89.3,1.07,0.4,0.41,2.07,9.0,hit_into_play,100.3,-16.0,147.09,147.11,Standard,field_out
184387,547180,"Oller, Adam",2024-09-05,L,R,SV,86.5,0.5,-0.37,0.52,2.84,3.0,hit_into_play,86.1,-3.0,117.11,145.5,Strategic,field_out
184400,547180,"Oller, Adam",2024-09-05,L,R,CU,79.0,0.66,-1.23,0.75,2.52,6.0,hit_into_play,82.8,-31.0,150.95,175.3,Strategic,field_out
184402,656941,"Oller, Adam",2024-09-05,L,R,FF,92.5,-1.16,1.24,-0.11,3.26,2.0,hit_into_play,115.1,16.0,221.14,102.25,Standard,double
184421,667670,"Muñoz, Andrés",2024-09-05,R,R,FF,98.7,-1.09,1.24,0.12,2.82,5.0,hit_into_play,107.4,34.0,120.54,32.65,Standard,home_run
184426,593871,"Ferguson, Tyler",2024-09-05,L,R,SI,94.8,-1.61,0.44,-0.13,1.75,8.0,hit_into_play,83.2,14.0,156.88,144.23,Infield shade,field_out
184446,671732,"Snider, Collin",2024-09-05,L,R,FF,93.6,-0.22,1.04,0.58,3.37,3.0,hit_into_play,64.9,-16.0,151.58,161.31,Infield shade,field_out
184452,663728,"Alexander, Scott",2024-09-05,R,L,SI,89.4,1.29,0.12,0.74,2.46,6.0,hit_into_play,95.3,2.0,82.23,110.21,Infield shade,single
184453,677594,"Holman, Grant",2024-09-05,R,R,FF,95.4,-0.45,1.5,1.02,2.78,12.0,hit_into_play,93.7,32.0,219.67,110.78,Standard,field_out
184459,667670,"Woo, Bryan",2024-09-05,R,R,SL,85.7,0.33,0.06,0.19,1.7,8.0,hit_into_play,99.5,28.0,61.25,57.33,Standard,home_run
184461,671732,"Woo, Bryan",2024-09-05,L,R,SL,85.6,0.22,0.11,0.78,1.92,9.0,hit_into_play,79.8,62.0,175.63,188.54,Infield shade,field_out
184462,593871,"McFarland, T.J.",2024-09-05,R,L,SI,87.9,1.44,0.0,-0.52,2.76,4.0,hit_into_play,89.7,-4.0,112.68,161.07,Strategic,grounded_into_double_play
184464,663728,"McFarland, T.J.",2024-09-05,R,L,CH,79.3,1.17,0.22,0.73,2.17,9.0,hit_into_play,96.5,28.0,179.69,99.52,Strategic,sac_fly
184467,677594,"Estes, Joey",2024-09-05,R,R,SI,89.0,-1.44,1.02,-0.4,1.61,7.0,hit_into_play,108.9,-5.0,106.08,166.16,Standard,field_error
184470,593871,"Estes, Joey",2024-09-05,L,R,FF,90.5,-0.85,1.47,-0.33,2.55,4.0,hit_into_play,99.7,14.0,206.62,112.71,Infield shade,single
184478,671732,"Woo, Bryan",2024-09-05,L,R,SI,97.2,-1.53,0.51,-0.32,2.27,4.0,hit_into_play,105.1,-3.0,114.28,144.86,Infield shade,single
184489,677594,"Estes, Joey",2024-09-05,R,R,ST,76.9,1.13,0.63,-0.02,3.15,2.0,hit_into_play,111.1,27.0,5.42,61.43,Standard,home_run
184493,671732,"Woo, Bryan",2024-09-05,L,R,CH,90.4,-1.61,0.4,-0.15,1.79,8.0,hit_into_play,90.4,5.0,148.22,150.39,Infield shade,field_out
184497,593871,"Estes, Joey",2024-09-05,L,R,SL,78.8,0.67,-0.21,-0.4,2.45,4.0,hit_into_play,94.8,55.0,69.1,119.26,Strategic,field_out
184501,663728,"Estes, Joey",2024-09-05,L,R,FF,92.2,-0.92,1.42,0.15,2.51,5.0,hit_into_play,112.0,38.0,239.37,83.66,Strategic,home_run
184505,677594,"Estes, Joey",2024-09-05,R,R,SL,79.2,0.67,-0.41,0.75,1.14,14.0,hit_into_play,62.3,-4.0,152.01,170.42,Strategic,field_out
184525,668804,"Rainey, Tanner",2024-09-05,L,R,SL,89.3,0.26,0.09,-0.15,2.24,5.0,hit_into_play,103.4,3.0,148.42,156.92,Strategic,field_out
184544,668804,"Irvin, Jake",2024-09-05,L,R,FF,93.7,-1.07,1.17,0.27,2.78,2.0,hit_into_play,92.7,21.0,69.86,103.09,Standard,field_out
184547,695578,"Falter, Bailey",2024-09-05,L,L,FF,95.1,0.24,1.48,0.7,2.36,9.0,hit_into_play,100.5,19.0,59.48,93.36,Standard,field_out
184555,668804,"Irvin, Jake",2024-09-05,L,R,CU,82.0,1.28,-0.21,0.08,2.02,5.0,hit_into_play,101.3,1.0,189.63,105.41,Standard,single
184566,665833,"Irvin, Jake",2024-09-05,L,R,CU,82.7,0.99,-0.25,-0.07,2.11,8.0,hit_into_play,91.6,13.0,194.65,120.7,Strategic,double
184567,668804,"Irvin, Jake",2024-09-05,L,R,SI,93.0,-1.3,0.59,-0.18,2.19,5.0,hit_into_play,84.0,5.0,148.42,159.35,Strategic,field_out
184571,695578,"Falter, Bailey",2024-09-05,L,L,SL,85.6,-0.47,0.4,-0.27,2.44,8.0,hit_into_play,99.7,35.0,63.58,72.69,Standard,field_out
184577,592518,"Holton, Tyler",2024-09-05,R,L,CH,83.4,1.3,0.24,0.81,2.12,9.0,hit_into_play,70.2,-18.0,127.19,178.4,Standard,field_out
184583,665487,"Vanasco, Ricky",2024-09-05,R,R,FF,96.1,-0.63,1.42,0.65,2.57,6.0,hit_into_play,104.3,-6.0,104.38,138.23,Strategic,field_out
184598,665487,"Mize, Casey",2024-09-05,R,R,SI,96.2,-0.96,1.03,0.18,2.75,5.0,hit_into_play,104.7,-6.0,134.38,134.05,Standard,field_out
184599,592518,"Mize, Casey",2024-09-05,R,R,SI,94.3,-1.36,1.01,-0.1,2.09,8.0,hit_into_play,112.4,0.0,116.95,176.98,Standard,field_out
184601,665487,"Mize, Casey",2024-09-05,R,R,SL,87.3,0.35,0.3,-0.13,3.16,5.0,hit_into_play,90.0,49.0,199.1,117.55,Standard,field_out
184605,592518,"Mize, Casey",2024-09-05,R,R,SI,95.6,-1.27,1.22,-0.72,2.98,4.0,hit_into_play,92.1,-12.0,107.88,148.48,Standard,field_out
184608,665487,"Mize, Casey",2024-09-05,R,R,SI,96.7,-1.24,1.1,0.24,2.12,8.0,hit_into_play,105.0,-19.0,140.84,150.51,Standard,grounded_into_double_play
184622,671218,"Mantiply, Joe",2024-09-05,R,L,SI,89.0,1.55,-0.11,0.77,1.8,9.0,hit_into_play,102.5,9.0,203.16,120.5,Standard,double
184632,572233,"Doval, Camilo",2024-09-05,R,R,SL,88.6,0.49,0.06,0.39,1.52,9.0,hit_into_play,101.7,16.0,150.47,73.5,Strategic,double
184639,656305,"Kelly, Merrill",2024-09-05,R,R,FF,91.1,-0.71,1.29,0.35,3.29,3.0,hit_into_play,97.9,47.0,121.45,81.9,Standard,field_out
184648,671218,"Kelly, Merrill",2024-09-05,R,R,CU,81.9,0.66,-0.8,0.59,1.91,9.0,hit_into_play,93.2,38.0,154.45,72.06,Standard,field_out
184653,682998,"Roupp, Landen",2024-09-05,L,R,SI,94.1,-1.08,0.34,0.09,2.89,2.0,hit_into_play,105.9,-6.0,149.99,172.87,Standard,force_out
184658,656305,"Kelly, Merrill",2024-09-05,R,R,SI,91.5,-1.27,0.48,-0.75,2.03,7.0,hit_into_play,106.3,3.0,37.95,110.52,Standard,double
184659,553993,"Roupp, Landen",2024-09-05,R,R,SI,96.4,-1.51,0.22,0.21,1.78,8.0,hit_into_play,87.4,-22.0,90.37,162.52,Strategic,field_out
184663,671218,"Kelly, Merrill",2024-09-05,R,R,FC,90.3,0.1,0.75,0.49,2.39,6.0,hit_into_play,104.9,2.0,112.47,147.02,Standard,field_out
184664,572233,"Roupp, Landen",2024-09-05,R,R,SI,96.1,-1.51,0.23,0.2,2.23,5.0,hit_into_play,98.7,16.0,193.24,107.2,Strategic,field_out
184670,682998,"Roupp, Landen",2024-09-05,L,R,SI,95.7,-1.97,0.25,-0.23,2.57,5.0,hit_into_play,94.3,-22.0,127.18,182.0,Standard,field_out
184673,671218,"Kelly, Merrill",2024-09-05,R,R,SI,91.2,-1.1,0.48,-0.04,1.81,8.0,hit_into_play,106.3,7.0,105.88,156.14,Standard,field_out
184680,572233,"Snell, Blake",2024-09-05,R,L,CU,81.0,-0.99,-0.91,0.74,1.76,9.0,hit_into_play,97.8,-12.0,101.83,164.76,Strategic,field_out
184692,691406,"Jax, Griffin",2024-09-05,R,R,ST,87.7,1.28,-0.01,1.15,2.09,14.0,hit_into_play,63.1,-25.0,117.63,147.81,Strategic,field_out
184700,664040,"Jax, Griffin",2024-09-05,L,R,CH,91.4,-1.45,0.21,-0.52,2.51,4.0,hit_into_play,73.9,-11.0,155.98,157.26,Infield shade,field_out
184701,650490,"López, Pablo",2024-09-05,R,R,FF,97.7,-0.69,1.18,0.24,2.34,5.0,hit_into_play,105.3,11.0,210.06,112.88,Standard,double
184711,650490,"López, Pablo",2024-09-05,R,R,SI,96.4,-1.52,0.47,-0.63,2.59,4.0,hit_into_play,74.9,-56.0,111.9,176.01,Strategic,single
184722,691406,"López, Pablo",2024-09-05,R,R,CH,89.6,-1.49,0.37,-0.33,2.67,4.0,hit_into_play,99.6,6.0,169.16,103.04,Strategic,single
184738,670242,"Bradley, Taj",2024-09-05,L,R,FF,97.0,-0.35,1.58,0.15,3.1,5.0,hit_into_play,105.3,41.0,206.98,79.53,Infield shade,home_run
184745,691406,"López, Pablo",2024-09-05,R,R,SI,97.1,-1.27,1.15,-0.77,2.77,4.0,hit_into_play,89.4,10.0,139.26,146.62,Strategic,field_out
184746,664040,"López, Pablo",2024-09-05,L,R,CH,90.2,-1.32,0.61,-0.37,2.45,4.0,hit_into_play,82.6,-20.0,151.42,146.08,Infield shade,field_out
184754,670242,"Bradley, Taj",2024-09-05,L,R,FF,97.6,-0.59,1.53,0.1,2.14,8.0,hit_into_play,91.4,62.0,113.91,184.96,Infield shade,field_out
184770,687263,"Robertson, David",2024-09-05,R,R,FC,92.4,0.15,1.38,0.07,2.06,5.0,hit_into_play,99.1,15.0,107.4,69.28,Standard,single
184778,694671,"Zeferjahn, Ryan",2024-09-05,R,R,FF,97.8,-0.36,1.2,0.1,2.24,5.0,hit_into_play,96.8,-4.0,138.33,140.43,Infield shade,field_out
184785,687263,"Bradford, Cody",2024-09-05,R,L,FF,90.4,0.38,1.53,-0.22,3.22,2.0,hit_into_play,86.8,-24.0,101.0,169.0,Standard,field_out
184789,666969,"Kochanowicz, Jack",2024-09-05,R,R,SI,96.0,-1.42,0.2,-0.21,1.78,8.0,hit_into_play,106.2,-6.0,104.87,148.03,Infield shade,grounded_into_double_play
184791,694671,"Kochanowicz, Jack",2024-09-05,R,R,SL,84.3,0.83,0.04,0.66,2.2,6.0,hit_into_play,81.2,24.0,101.32,105.45,Infield shade,single
184794,621493,"Bradford, Cody",2024-09-05,R,L,SL,82.6,-0.52,0.25,0.19,1.53,8.0,hit_into_play,82.8,-27.0,119.06,156.65,Standard,field_out
184795,666176,"Bradford, Cody",2024-09-05,R,L,FF,87.7,0.94,1.45,0.54,3.39,3.0,hit_into_play,87.1,46.0,77.99,100.16,Standard,field_out
184805,694671,"Kochanowicz, Jack",2024-09-05,R,R,SI,95.0,-1.19,0.01,-0.77,2.64,4.0,hit_into_play,103.2,21.0,50.03,68.26,Infield shade,field_out
184808,687263,"Bradford, Cody",2024-09-05,R,L,CH,79.9,1.24,0.5,0.87,2.05,14.0,hit_into_play,104.7,8.0,155.41,91.47,Standard,single
184822,666969,"Kochanowicz, Jack",2024-09-05,R,R,SI,97.5,-1.32,0.16,0.03,2.41,5.0,hit_into_play,105.9,26.0,176.24,49.79,Infield shade,home_run
184824,694671,"Kochanowicz, Jack",2024-09-05,R,R,SL,87.8,0.4,-0.06,-0.61,2.51,4.0,hit_into_play,60.8,25.0,106.5,135.92,Infield shade,field_out
184827,687263,"Bradford, Cody",2024-09-05,R,L,FF,90.4,0.65,1.4,0.73,2.52,6.0,hit_into_play,84.0,16.0,69.2,107.99,Standard,single
184829,621493,"Bradford, Cody",2024-09-05,R,L,FF,89.2,0.61,1.5,0.22,2.13,8.0,hit_into_play,90.5,42.0,89.98,78.61,Standard,field_out
184848,621566,"Peralta, Luis",2024-09-04,L,L,FF,94.2,0.44,1.25,-0.27,2.77,5.0,hit_into_play,84.8,10.0,98.71,147.61,Standard,field_out
184856,666134,"Lee, Dylan",2024-09-04,L,L,FF,91.6,0.72,1.66,-0.1,2.55,5.0,hit_into_play,90.9,24.0,94.42,81.96,Infield shade,field_out
184865,641857,"Morton, Charlie",2024-09-04,L,R,FF,92.6,-1.45,1.05,0.53,1.87,9.0,hit_into_play,77.9,67.0,72.64,170.68,Standard,field_out
184866,542303,"Blalock, Bradley",2024-09-04,R,R,CU,79.4,-0.26,-0.98,-0.79,1.67,7.0,hit_into_play,70.3,62.0,158.84,158.49,Strategic,field_out
184877,621566,"Blalock, Bradley",2024-09-04,L,R,SL,85.9,0.2,0.1,0.28,1.79,9.0,hit_into_play,92.4,29.0,137.92,57.36,Infield shade,field_out
184885,542303,"Blalock, Bradley",2024-09-04,R,R,SL,85.7,0.44,0.04,0.31,2.37,6.0,hit_into_play,85.5,-2.0,100.66,167.58,Strategic,field_out
184891,621566,"Blalock, Bradley",2024-09-04,L,R,FC,91.1,-0.19,0.79,0.01,2.68,5.0,hit_into_play,104.9,13.0,83.73,81.49,Infield shade,double
184892,542303,"Blalock, Bradley",2024-09-04,R,R,CU,81.6,0.01,-0.8,0.25,2.47,5.0,hit_into_play,105.7,14.0,52.11,119.46,Strategic,double
184895,641857,"Morton, Charlie",2024-09-04,L,R,FF,94.4,-0.93,0.85,1.0,2.3,14.0,hit_into_play,85.5,15.0,89.15,94.85,Infield shade,single
184896,672820,"Pérez, Cionel",2024-09-04,R,L,FF,96.9,0.7,1.07,-0.94,2.01,13.0,hit_into_play,87.9,13.0,186.51,110.0,Standard,single
184904,683734,"Pérez, Cionel",2024-09-04,R,L,SV,82.3,-1.5,-0.35,0.1,2.35,5.0,hit_into_play,92.1,-5.0,177.57,121.66,Standard,single
184910,672820,"Soto, Gregory",2024-09-04,R,L,SL,83.9,-0.06,0.2,0.62,2.8,6.0,hit_into_play,96.3,35.0,163.37,62.22,Standard,field_out
184913,657757,"Soto, Gregory",2024-09-04,L,L,SI,95.9,1.52,0.74,0.48,2.99,3.0,hit_into_play,99.3,-16.0,158.97,152.38,Standard,single
184917,683734,"Soto, Gregory",2024-09-04,R,L,SI,96.1,1.57,0.67,-0.24,2.52,5.0,hit_into_play,102.2,29.0,121.35,35.39,Standard,field_out
184921,683002,"Cannon, Jonathan",2024-09-04,L,R,FF,93.2,-0.73,1.14,0.34,2.62,6.0,hit_into_play,102.6,8.0,98.43,94.53,Infield shade,single
184923,672820,"Akin, Keegan",2024-09-04,R,L,FF,94.4,0.79,1.61,0.48,2.44,6.0,hit_into_play,103.6,16.0,189.04,87.4,Standard,sac_fly
184927,657757,"Akin, Keegan",2024-09-04,L,L,FF,93.0,0.84,1.62,-0.02,2.57,5.0,hit_into_play,88.9,13.0,81.84,103.43,Standard,single
184932,683734,"Suárez, Albert",2024-09-04,R,R,CU,81.1,0.17,-0.59,-0.14,1.73,8.0,hit_into_play,101.2,43.0,56.11,82.05,Standard,field_out
184934,656811,"Cannon, Jonathan",2024-09-04,L,R,FF,93.8,-0.8,0.98,0.02,2.91,2.0,hit_into_play,84.2,40.0,61.94,109.23,Strategic,field_out
184937,672820,"Suárez, Albert",2024-09-04,R,R,FF,95.3,-0.23,1.45,0.69,3.34,3.0,hit_into_play,97.7,7.0,179.42,98.95,Standard,single
184940,657757,"Suárez, Albert",2024-09-04,L,R,CU,78.8,0.59,-0.66,-0.43,2.67,4.0,hit_into_play,81.6,65.0,83.68,146.94,Standard,field_out
184942,683734,"Suárez, Albert",2024-09-04,R,R,CH,87.4,-1.36,0.95,-0.08,2.45,5.0,hit_into_play,104.3,27.0,144.02,32.8,Standard,home_run
